2	0.02382
3	0.00113
4	0.00075
5	0.00099
6	0.00103
7	0.00079
8	0.00058
9	0.00065
10	0.00073
11	0.00071
12	0.00065
13	0.00069
14	0.00069
15	0.00071
16	0.00078
17	0.00081
18	0.00083
19	0.00083
20	0.00087
21	0.00093
22	0.00093
23	0.00096
24	0.00103
25	0.00104
26	0.00111
27	0.00111
28	0.00118
29	0.0012
30	0.00128
31	0.0013
32	0.00134
33	0.00164
34	0.00196
35	0.00172
36	0.00175
37	0.00182
38	0.00198
39	0.00202
40	0.0021
41	0.00217
42	0.00222
43	0.00239
44	0.00241
45	0.00249
46	0.00255
47	0.00269
48	0.00273
49	0.00288
50	0.00302
51	0.00325
52	0.00308
53	0.00338
54	0.00328
55	0.00345
56	0.00351
57	0.00366
58	0.00385
59	0.00419
60	0.0039
61	0.00403
62	0.00419
63	0.0042
64	0.00436
65	0.00448
66	0.00457
67	0.00471
68	0.00479
69	0.00548
70	0.0052
71	0.0056
72	0.00535
73	0.00557
74	0.00566
75	0.00576
76	0.00598
77	0.04238
78	0.0064
79	0.00641
80	0.00649
81	0.00671
82	0.00687
83	0.00717
84	0.00719
85	0.00733
86	0.00743
87	0.00776
88	0.00779
89	0.00799
90	0.00809
91	0.00831
92	0.00853
93	0.04491
94	0.00889
95	0.00902
96	0.00914
97	0.00946
98	0.01036
99	0.00983
100	0.01003
101	0.01015
102	0.01017
103	0.01059
104	0.01058
105	0.01076
106	0.01118
107	0.01182
108	0.04793
109	0.01201
110	0.01215
111	0.01216
112	0.01224
113	0.04865
114	0.01285
115	0.01313
116	0.01328
117	0.01349
118	0.04972
119	0.01415
120	0.01463
121	0.01457
122	0.01577
123	0.05106
124	0.01503
125	0.01648
126	0.01589
127	0.01699
128	0.05306
129	0.01674
130	0.01681
131	0.05347
132	0.01722
133	0.01756
134	0.05354
135	0.02038
136	0.01858
137	0.05567
138	0.01896
139	0.01902
140	0.05626
141	0.02003
142	0.02087
143	0.05726
144	0.02047
145	0.02086
146	0.05775
147	0.02148
148	0.05794
149	0.02233
150	0.02233
151	0.06039
152	0.02346
153	0.06283
154	0.02576
155	0.06039
156	0.02453
157	0.06117
158	0.02493
159	0.06233
160	0.02552
161	0.06705
162	0.03611
163	0.07459
164	0.03678
165	0.07489
166	0.03735
167	0.07567
168	0.07603
169	0.03937
170	0.0664
171	0.02939
172	0.06711
173	0.02998
174	0.03053
175	0.06761
176	0.0681
177	0.03137
178	0.07039
179	0.06915
180	0.03294
181	0.07065
182	0.07043
183	0.03392
184	0.07188
185	0.07184
186	0.07266
187	0.03592
188	0.07264
189	0.07353
190	0.07341
191	0.03748
192	0.07799
193	0.07635
194	0.07475
195	0.07632
196	0.03888
197	0.07695
198	0.0767
199	0.07973
200	0.07822
201	0.07887
202	0.07893
203	0.0805
204	0.07956
205	0.08098
206	0.08069
207	0.0829
208	0.08158
209	0.08303
210	0.08277
211	0.08394
212	0.08469
213	0.08378
214	0.08363
215	0.08561
216	0.08468
217	0.08635
218	0.08689
219	0.0868
220	0.08696
221	0.08855
222	0.0889
223	0.08929
224	0.12747
225	0.08998
226	0.0911
227	0.0914
228	0.09303
229	0.12914
230	0.10111
231	0.1139
232	0.15183
233	0.11403
234	0.15385
235	0.11436
236	0.11653
237	0.16028
238	0.11654
239	0.11843
240	0.15961
241	0.1186
242	0.09912
243	0.13824
244	0.13828
245	0.10032
246	0.16237
247	0.10539
248	0.10102
249	0.10312
250	0.14258
251	0.14229
252	0.10431
253	0.14288
254	0.10528
255	0.10601
256	0.14582
257	0.10738
258	0.14553
259	0.14533
260	0.14857
261	0.11118
262	0.10978
263	0.14888
264	0.15884
265	0.11453
266	0.15149
267	0.15142
268	0.11429
269	0.153
270	0.15236
271	0.15397
272	0.15648
273	0.15565
274	0.15997
275	0.12075
276	0.15965
277	0.15949
278	0.16087
279	0.15956
280	0.15998
281	0.16462
282	0.18995
283	0.19294
284	0.19165
285	0.15472
286	0.19278
287	0.19289
288	0.19476
289	0.19465
290	0.20464
291	0.16802
292	0.1683
293	0.16841
294	0.16916
295	0.17049
296	0.17066
297	0.17141
298	0.17339
299	0.17317
300	0.21284
301	0.17663
302	0.17619
303	0.17545
304	0.21435
305	0.17814
306	0.21745
307	0.17896
308	0.18076
309	0.18248
310	0.18172
311	0.22173
312	0.18407
313	0.18542
314	0.18346
315	0.22543
316	0.18552
317	0.22753
318	0.18887
319	0.22873
320	0.18825
321	0.19045
322	0.2299
323	0.25808
324	0.2287
325	0.22727
326	0.22856
327	0.26803
328	0.22992
329	0.26733
330	0.26997
331	0.27305
332	0.27262
333	0.23679
334	0.27366
335	0.27213
336	0.2745
337	0.27423
338	0.23938
339	0.20631
340	0.24062
341	0.24229
342	0.20527
343	0.28792
344	0.20697
345	0.24428
346	0.21035
347	0.24672
348	0.29197
349	0.21295
350	0.2549
351	0.21393
352	0.25394
353	0.21584
354	0.25367
355	0.2178
356	0.25545
357	0.25903
358	0.26015
359	0.2217
360	0.26128
361	0.26288
362	0.26296
363	0.2663
364	0.26414
365	0.26596
366	0.26584
367	0.26695
368	0.26887
369	0.2681
370	0.27199
371	0.27413
372	0.27175
373	0.27216
374	0.31149
375	0.27541
376	0.27746
377	0.27485
378	0.27736
379	0.27516
380	0.31574
381	0.27756
382	0.31853
383	0.27949
384	0.32738
385	0.28183
386	0.31933
387	0.33222
388	0.37826
389	0.33801
390	0.38165
391	0.38276
392	0.34758
393	0.38143
394	0.34535
395	0.34069
396	0.38408
397	0.38812
398	0.39293
399	0.38125
400	0.33737
401	0.34016
402	0.30118
